,title,description
1359,my battle expose government corruption,our leader need be hold accountable say journalist heather brooke and she should know brooke uncover british parliamentary financial expense lead major political scandal she urge u ask our leader question through platform like freedom information request finally get some answer
1360,online video annotate remixed pop,video web should work like web itself dynamic full link map information can be edit update live say ryan merkley on ted stage demo mozilla popcorn maker tool easy video remixing
1361,actually world flat,it may seem live borderless world where idea good people flow freely nation nation we not even close say pankaj ghemawat with great data an survey argue there delta between perception reality world maybe not so hyperconnected after all
1362,strange politics disgust,what do disgust image have do vote equip survey experiment psychologist david pizarro demonstrate correlation between your sensitivity disgust cue photo feces an unpleasant odor your own moral or political conservatism
1363,a child state,literature have long be fascinate foster adopt orphan child moses cinderella oliver twist harry potter so why do many parentless child feel compel hide their past poet playwright lemn sissay tell own move story
1364,metal breathe,modern build window give spectacular view but they require lot energy cool doris kim sing work smart material act more like human skin dynamically responsively can shade room sun
1365,a card trick like no other,suit number color deck card correspond season moon cycle calendar marco tempest strap augment reality goggle do card trick like never see before weave lyrical tale a deal this version fix glitch original performance but otherwise exactly a see live by tedglobal audience include dazzle augment reality effect
1366,why democracy matter,public lose faith democracy say british mp rory stewart iraq afghanistan s new democracy be deeply corrupt meanwhile percent people britain say politics break in important stewart sound call action rebuild democracy start recognize why democracy important not a tool but a an ideal
1367,how open data change international aid,how do make sure development aid money actually go people who most need sanjay pradhan world bank institute lay out three guideline help relief effort make most impact while curb corruption one key connect player who be work change break system data they need
1368,secret bat genome,in western society bat be often characterize a creepy even evil zoologist emma teeling encourage u rethink common attitude toward bat whose unique fascinate biology give u insight into our own genetic makeup
1369,healthier men one moustache at time,adam garone have an impressive moustache good cause a movember garone initiative raise awareness men health by have men grow out their moustache every november begin a dare bar now worldwide movement raise million prostate cancer research last year
1370,what i learn my autistic brother,faith jegede tell move funny story grow up her two brother both autistic both extraordinary in ted talent search she remind u pursue life beyond what normal
1371,want be happier stay moment,when be human most happy to gather data question matt killingsworth build an app track your happiness let people report their feel real time among surprise result we often happiest when lose moment and flip side more our mind wander le happy can be
1372,a new mission veteran disaster relief,after fight overseas percent american veteran say they want continue their service meanwhile one after another natural disaster continue wreak havoc worldwide what do these two challenge have common in tell story friend clay hunt jake wood team rubicon reveal veteran can contribute disaster response regain their sense purpose community
1373,beautiful nano detail our world,when photograph under microscope grain sand appear like colorful piece candy stamen flower become like fantastical spire at an amusement park gary greenberg reveal thrill detail micro world
1374,tragedy orphanage,orphanage be costly can cause irreparable damage both mentally physically it charge so why be they still so ubiquitous georgette mulheir gravely describe tragedy orphanage urge u end our reliance them by find alternate way support child need
1375,future lie,who hasn t send text message say i m my way when wasn t true or fudge truth touch their online date profile but jeff hancock doesn t believe anonymity internet encourage dishonesty in fact say searchability permanence information online may even keep u honest
1376,lesson creativity,radio host julie burstein talk creative people live share four lesson create face challenge loss hear insight filmmaker mira nair writer richard ford sculptor richard serra photographer joel meyerowitz
1377,how i start sanitary napkin revolution,when realize wife have choose between buy family meal buy her monthly supply arunachalam muruganantham vow help her solve problem sanitary pad his research get very very personal lead him powerful business model film bangalore a part ted global talent search
1378,love letter stranger,hannah brencher mother always write her letter so when she felt herself bottom into depression after college she do what felt natural she write love letter leave them stranger find act have become global initiative world need more love letter which rush handwritten letter those need boost
1379,how sketch electronics,design electronics generally cumbersome expensive or be until leah buechley her team at mit develop tool treat electronics just like paper pen in tedyouth buechley show some her charm design like paper piano can sketch then play
1380,art festival revolution,david binder major broadway producer but last summer find himself small australian neighborhood watch local dance perform their lawn love he show u new face art festival which break boundary between audience performer help city express themselves
1381,your brain video game,how do video game affect brain step into lab cognitive researcher daphne bavelier hear surprise news video game even shooter game can help u learn focus fascinatingly multitask
1382,cheap wheelchair,how do build wheelchair ready blaze through mud sand all under mit engineer amos winter guide u through mechanic an wheelchair cheap easy build true accessibility give u some lesson learn along road
1383,teen wonder play bluegrass,brother jonny robbie tommy mizzone be sleepy man banjo boy trio virtuoso bluegrass musician who play dazzle vivacity do mention they all under
1384,nature beauty gratitude,nature s beauty can be fleet but not through louie schwartzberg s lens his stun photography accompany by powerful word benedictine monk brother david serve a meditation be grateful every day
1385,before i die i want,in her new orleans neighborhood artist ted fellow candy chang turn an abandon house into giant chalkboard ask question before i die i want her neighbor answer surprise poignant funny become an unexpected mirror community what your answer
1386,want help someone shut up listen,when most aid worker hear problem they think they can fix they go work this ernesto sirolli suggest naïve in funny impassioned propose first step listen people try help tap into their own entrepreneurial spirit his advice what work will help any entrepreneur
1387,how solve traffic jam,it an unfortunate reality nearly every major congestion especially during rush hour jonas eliasson reveal subtly nudge just small percentage driver stay off major road can make traffic jam thing past
1388,a break body break person,skier janine shepherd hop an olympic medal until she be hit by truck during train bike ride she share powerful story human potential recovery her message be not your body give up old dream can allow new one soar
1389,why i love vulture,a natural garbage collector vulture be vital our ecosystem so why all bad press why be so many danger extinction raptor biologist munir virani say need pay more attention these unique misunderstand creature change our perception save vulture
1390,forget multitasking try monotasking,people do just cook anymore they cook texting talk phone watch youtube upload photo awesome meal they just make designer paolo cardini question efficiency our multitasking world make case gasp monotasking
1391,why global jihad lose,throughout history islam say journalist bobby ghosh there have be two side jihad one internal personal struggle be better other external a small minority have appropriate second mean use a an excuse deadly global violence against west ghosh suggest time reclaim word
1392,a bath without water,if have walk mile jug water every day a million people do unlikely use precious water bathe young entrepreneur ludwick marishane tell amaze funny story invent cheap clean convenient solution drybath world first lotion
1393,lesson business prison,jeff smith spend year prison but what discover inside be what expect saw fellow inmate boundless ingenuity business savvy he ask why do tap entrepreneurial potential help contribute society once they back outside from ted talent search event ted newyork
1394,could tissue engineer mean personalize medicine,each our body utterly unique which lovely think until come treat an illness when every body react differently often unpredictably standard treatment tissue engineer nina tandon talk possible solution use pluripotent stem cell make personalize model organ which test new drug treatment store them computer chip call extremely personalize medicine
1395,please do take my air jordan,would kill pair air jordan lemon andersen spin tale someone who do recite poem by reg gain these verse teach lemon poetry could be more than could sound like music when give rhythm infuse grit new york street around him
1396,pool medical patent save live,patent new drug help finance it immense cost develop but same patent can put advance treatment out reach sick people develop nation at deadly cost ellen hoen talk an elegant work solution problem medicine patent pool
1397,how separate fact fiction online,by end there will be more hour video youtube million more photo facebook instagram so do sort through deluge at tedsalon london markham nolan share investigative technique team use verify information let know if statue liberty image have be doctor or if video leak syria legitimate
1398,a saudi an indian an iranian walk into qatari bar,comedian maz jobrani take tedxsummit stage doha qatar take serious issue middle east like many kiss give when say hi what not say an american airplane
1399,dance dung beetle,a dung beetle have brain size grain rice yet show tremendous amount intelligence when come roll it food source animal excrement home how it all come down dance
1400,why bother leave house,explorer ben saunders want go outside not because s always pleasant happy but because s where meat life juice can suck out our hour saunders next outdoor excursion to try be first world walk coast antarctica south pole back again
1401,excuse me may i rent your car,a decade ago robin chase found zipcar u now largest company world now she explore next level buzzcar french startup let people rent their own car others detail be fascinate do insurance work exactly larger vision she call peer point new definition ownership entrepreneurship
1402,beware,brain be ubiquitous modern market headline proclaim cheese sandwich help while neuro drink claim reduce stress there s just one problem say neuroscientist molly crockett benefit these be not prove scientifically in crockett explain limit interpret neuroscientific data why should all be aware them
1403,a bond one photo at time,a long time ago new york city steve addis stand corner hold daughter arm wife snap photo image have inspire an annual ritual where addis daughter pose same picture same corner each year addis share treasure photograph series explore why small repeat ritual mean so much
1404,what learn teeter fiscal cliff,at end u political system be head fiscal cliff budget impasse could only be solve bipartisan agreement adam davidson cohost planet money share surprise data bipartisan truly be hint at disconnect between representative people they represent
1405,israel iran a love story,when war between israel iran seem imminent israeli graphic designer ronny edry share poster facebook himself daughter bold message iranian heart other israeli quickly create their own poster same message iranian respond kind simple act communication inspire surprise facebook community like israel love iran iran love israel even palestine love israel
1406,what fear can teach u,imagine shipwreck sailor adrift enormous pacific you can choose one three direction save yourself your shipmate but each choice come fearful consequence too how do choose in tell story whaleship essex novelist karen thompson walker show fear propel imagination a force u imagine possible future cope them
1407,mosquito fight disease,in single year there be million case malaria million case dengue fever worldwide so why have find way effectively kill mosquito yet hadyn parry present fascinate solution genetically engineer male mosquito make them sterile release insect into wild cut down specie
1408,a cinematic journey through visual effect,it be year since george méliès send spaceship slam into eye man moon so far have visual effect come since then work closely academy motion picture art science don levy take u visual journey through special effect fakery early technology seamless marvel modern filmmaking
1409,how common threat can make common political grind,if an asteroid be head earth all band together figure out stop just like movie right and yet when face major problem real life too often retreat into partisan shout stalemate jonathan haidt show u few very real asteroid head our way some pet cause leave wing some right suggest both wing could work together productively benefit humanity a whole
1410,deep sea dive wheelchair,when sue austin get power wheelchair she felt tremendous sense freedom yet others look at her a though she have lose something in her art she convey spirit wonder she feel wheel through world include thrill footage an underwater wheelchair let her explore ocean bed drift through school fish float free degree
1411,how boy become an artist,this paint funny touch story little boy who pursue simple passion draw write story with help support cast family teacher jarrett krosoczka tell grow up create beloved child book
1412,ethical riddle hiv research,a woman africa part hiv clinical trial but she ca afford bus ticket her health clinic let alone antiretrovirals she need boghuma kabisen titanji ask an important question how can researcher look cure make sure they not take advantage people most affect by pandemic
1413,all take mindful minute,when last time do absolutely nothing whole minute not texting talk or even think mindfulness expert andy puddicombe describe transformative power do just refresh your mind minute day simply by be mindful experience present moment no need incense or sit uncomfortable position
1414,a dance prison,at camp diva angela patton work help young girl their father stay connect become part each others live but what girl whose father ca be there because they jail patton tell story very special dance
1415,biohacking can do too,we have personal compute why not personal biotech that question biologist ellen jorgensen her colleague ask themselves before open genspace nonprofit diy bio lab brooklyn devote citizen science where amateur can go tinker biotechnology far be sinister frankenstein lab a some imagine genspace offer long list fun creative practical use diy bio
1416,look be everything believe me i model,cameron russell admit she win genetic lottery she tall pretty an underwear model but do judge her by her look in fearless she take wry look at industry have her look highly seductive at barely year old
1417,could sun be good your heart,our body get vitamin d sun but a dermatologist richard weller suggest sunlight may confer another surprise benefit too new research by team show nitric oxide chemical transmitter store huge reserve skin can be release by uv light great benefit blood pressure cardiovascular system what do mean well might begin explain why scot get sick more than australian
1418,how movie teach manhood,when colin stoke son catch glimpse star war be instantly ob but what message do absorb classic stoke ask more movie send positive message boy cooperation heroic respect woman a manly a defeat villain
1419,what i saw war,reporter janine di giovanni have be worst place earth bring back story bosnia sierra leone most recently syria she tell story human moment within large conflict explore shock transition when familiar city street become battleground
1420,kid need structure,how can help kid get good start in heartfelt personal colin powell former secretary state ask parent friend relative support child start before they even get primary school through community strong sense responsibility
1421,a universal translator surgeon,laparoscopic surgery use minimally invasive incision which mean le pain shorter recovery time patient but steven schwaitzberg have run into two problem teach these technique surgeon around world language distance he share new technology which combine videoconferencing universal translator could help
1422,why domestic violence victim do leave,leslie morgan steiner be crazy love madly love man who routinely abuse her threaten her life steiner tell story her relationship correct misconception many people hold victim domestic violence explain can all help break silence
1423,a new kind job market,plenty people need job very flexible hour but difficult those people connect employer who need them wingham rowan work he explain same technology power modern financial market can help employer book worker sliver time
1424,let teach kid code,cod just computer whiz say mitch resnick mit medium lab everyone in fun resnick outline benefit teach kid code so they can do more than just use new tech toy but also create them
1425,fifty shade gay,io tillett wright have photograph people who consider themselves somewhere lgbtq spectrum ask many them can assign percentage gay or straight be most people turn out consider themselves exist gray area sexuality not gay or straight which present real problem when come discrimination where do draw line
1426,a country no water,imagine country abundant power oil gas sunshine wind money but miss one key essential life water infrastructure engineer fahad talk unexpected way small middle eastern nation qatar create it water supply
1427,i think all need pep,kid president command wake up listen beat your heart create something will make world awesome this video soulpancake deliver dose inspiration only can give
1428,why libya revolution do work what might,in libya zahra langhi be part day rage movement help topple dictator gaddafi but then what in their first election libyan try an innovative slate candidate zipper ballot ensure equal representation men woman both side yet same gridlocked politics dominance exclusion win out what libya need now langhi suggest collaboration not competition compassion not rage
1429,hey science teacher make fun,high school science teacher tyler dewitt be ecstatic new lesson plan bacteria cool devastate when student hat problem be textbook be impossible understand he deliver rouse call science teacher ditch jargon extreme precision instead make science sing through story demonstration
1430,one second every day,there be so many tiny beautiful funny tragic moment your life be go remember them all director cesar kuriyama shoot one second video every day a part an ongoing project collect all special bit life
1431,print your own medicine,chemist lee cronin work printer instead object able print molecule an excite potential application print your own medicine use chemical ink
1432,take back your city paint,make city beautiful curb corruption edi rama take deceptively simple path a mayor tirana albania where instill pride citizen by transform public space colorful design
1433,dare educate afghan girl,imagine country where girl must sneak out go school deadly consequence if they get catch learn this be afghanistan under taliban trace danger remain today shabana run school girl afghanistan she celebrate power family decision believe their daughter tell story one brave father who stand up local threat
1434,a asphalt,pave road be nice look at but they easily damage costly repair erik schlangen demo new type porous asphalt make simple material an astonish feature when crack can be heal by induction heat
1435,who control world,jam glattfelder study complexity an interconnect system say swarm bird more than sum it part and complexity theory turn out can reveal lot world economy work glattfelder share groundbreaking study control flow through global economy concentration power hand shockingly small number leave u all vulnerable
1436,secret desire relationship,in relationship often expect our beloved be both best friend erotic partner but a esther perel argue good commit sex draw two conflict need our need security our need surprise so do sustain desire with wit eloquence perel let u mystery erotic intelligence
1437,be an artist right now,why do ever stop play create with charm humor celebrate korean author kim invoke world greatest artist urge unleash your inner child artist who want play forever
1438,a monkey control robot it thought no really,can use our brain directly control machine miguel nicolelis suggest yes show clever monkey u learn control robot arm japan purely it thought research have big implication quadraplegic people fact power exoskeleton kick off world cup
1439,could your language affect your ability save money,what can economist learn linguist behavioral economist keith chen introduce fascinate pattern research language without concept future it rain tomorrow instead it will rain tomorrow correlate strongly high save rat
1440,three myth corruption,trinidad tobago amass great wealth thank oil but out every dollar earmark development end up waste or steal this fact have haunt afra raymond year shin flashlight continue history government corruption raymond give u reframing financial crime
1441,use data build better school,how can measure what make school system work andreas schleicher walk u through pisa test global measurement rank country against one another then use same data help school improve watch find out where your country stack up learn single factor make some system outperform others
1442,how fly fly,an insect ability fly one greatest feat evolution michael dickinson look at fruit fly take flight such delicate wing thank clever flap motion flight muscle be both powerful nimble but secret ingredient incredible fly brain
1443,agile program your family,bruce feiler have radical idea to deal stress modern family life go agile inspire by agile software program feiler introduce family practice which encourage flexibility idea flow constant feedback accountability one surprise feature kid pick their own punishment
1444,dance tiny robot,there place france where robot do dance and place tedxconcorde where bruno maisonnier aldebaran robotics choreograph troupe tiny humanoid nao robot through surprisingly emotive performance
1445,build school cloud,onstage at sugata mitra make bold ted prize wish help me design school cloud learn lab india where child can explore learn each other use resource mentor cloud hear inspire vision self organize learn environment
1446,a clean energy proposal race top,kick off conference jennifer granholm ask very american question worldwide implication how do make more job her big idea invest new alternative energy source and her big challenge can be do or without our break congress
1447,art ask,do make people pay music say amanda palmer let them in passionate begin her day a street performer drop dollar hat bride she examine new relationship between artist fan
1448,how fight desertification reverse climate change,desertification fancy word land turn desert begin allan savory quietly powerful and happen world grassland accelerate climate change cause traditional graze society descend into social chaos savory have devote life stop he now believe work may show surprise factor can protect grassland even reclaim degrade land be once desert statement have be challenge by other scientist work field
1449,how find giant squid,humankind have be look giant squid architeuthis since first start take picture underwater but elusive predator could never be catch film oceanographer inventor edith widder share key insight teamwork help capture squid film first time
1450,a guerilla gardener south central la,ron finley plant vegetable garden south central la abandon lot traffic median along curb why for fun defiance beauty offer some alternative fast food community where be kill more people than
1451,a girl who demand school,kakenya ntaiya make deal her father she would undergo traditional maasai rite passage female circumcision if would let her go high school ntaiya tell fearless story continue college work her village elder build school girl her community change destiny young woman
1452,to this day bully beautiful,by turn hilarious haunt poet shane koyczan put finger pulse what like be young different to this day poem bully captivate million a viral video create style by animator here give glorious live reprise backstory violin accompaniment by hannah epperson
1453,way think charity dead wrong,activist fundraiser dan pallotta call out double standard drive our break relationship charity too many nonprofit say be reward little they spend not what they get do instead equate frugality morality ask u start reward charity their big goal big accomplishment even if come big expense in bold say let change way think change world
1454,your brain more than bag chemical,modern psychiatric drug treat chemistry whole brain but neurobiologist david anderson have more nuanced view brain function he share new research could lead target psychiatric medication work better avoid side effect how do for start by make bunch fruit fly angry
1455,dawn be ready,throughout humankind history drive specie after specie extinct passenger pigeon eastern cougar dodo but now say stewart brand have technology biology bring back specie humanity wipe out so should which one he ask big question whose answer closer than may think
1456,good news poverty yes there good news,human be have be campaign against inequality poverty year but journey accelerate bono embrace inner nerd share inspire data show end poverty sight if can harness momentum
1457,play smart material,ink conduct electricity window turn clear opaque at flip switch jelly make music all stuff exist catarina mota say it time play mota lead u tour surprise cool new material suggest way figure out what they good experiment tinker have fun
1458,internet could crash we need plan b,internet connect billion people machine backbone modern life but tech pioneer danny hillis think internet just be design grow big fear one big or glitch could shut down take civilization to head off digital dark age sound clarion call develop plan b parallel system fall back if or when internet crash
1459,mind behind tesla spacex solarcity,entrepreneur elon musk man many plan founder paypal tesla motor spacex sit down ted curator chris anderson share detail visionary project which include electric car solar energy lease company fully reusable rocket
1460,my escape north korea,a child grow up north korea hyeonseo lee think her country be best planet it be until famine she begin wonder she escape country at begin life hide a refugee china hers harrow personal tale survival hope powerful reminder those who face constant danger even when border far behind
1461,we need better drug now,today know molecular cause disease but treatment be available only them so what take so long geneticist physician francis collins explain why systematic drug discovery imperative even rare complex disease offer few solution like teach old drug new trick
1462,virtual choir live,composer conductor eric whitacre have inspire million by bring together virtual choir singer many country splice together video now first time ever create experience real time a singer around world skype join an onstage choir assemble three local college an epic performance whitacre cloudburst base poem by octavio paz
1463,we cover germ let design,our body home be cover microbe some good u some bad u a learn more germ microbe who share our live space ted fellow jessica green ask can design build encourage happy healthy microbial environment
1464,one very dry demo,mark shaw demo dry coat act a an astonishingly powerful shield against water material at nano level spray cover surface an umbrella air so water bounce right off watch an excite kicker
1465,my invention make peace lion,in maasai community where richard turere live family cattle be but lion attack be grow more frequent in short inspire young inventor share solution design safely scare lion away
1466,when make deal what go your brain,when two people be try make deal whether they re compete or cooperate what s really go inside their brain behavioral economist colin camerer show research reveal badly predict what others be think bonus he present an unexpected study show chimpanzee might just be better at
1467,technology touch,a move through world have an innate sense thing feel sensation they produce our skin our body orient them can technology leverage in fun fascinate lesson learn field haptics could change everything way shop online dentist learn telltale feel cavity
1468,how dead duck change my life,one afternoon kees moeliker get research opportunity few ornithologist would wish a fly duck slam into glass office build die then what happen next would change life note contain graphic image description sexual behavior animal
1469,a skateboard boost,imagine an electric vehicle can get work or anywhere radius quickly without traffic frustration or gasoline now imagine can pick up carry yes skateboard could change face morning commute
1470,we people republic must reclaim,there corruption at heart american politics cause by dependence congressional candidate fund tiniest percentage citizen that argument at core blister by legal scholar lawrence lessig with visuals show fund process weaken republic most fundamental way issue rally bipartisan cry will resonate many beyond
1471,emergence print,print have grow sophistication since late ted fellow skylar tibbits shape next development which call print where fourth dimension time this emerge technology will allow u print object then reshape themselves or over time think print cube fold before your eye or print pipe able sense need expand or contract
1472,watson jeopardy me obsolete,trivia whiz ken jennings have make career a keeper fact hold longest win streak history u quiz show jeopardy but play challenge match against ibm supercomputer watson lose with humor humility jennings tell u felt have computer literally beat him at own game make case good human knowledge
1473,pillar college success science,at age freeman hrabowski march martin luther king now president university maryland baltimore county umbc where work create an environment help student specifically latino learner get degree math science he share four pillar umbc approach
1474,a mini robot power by your phone,your smartphone may feel like friend but true friend would give smile once while at keller rinaudo demo romo mini robot who can motor along walk slide cup coffee across table react programmable expression
1475,what make u feel good our work,what motivate u work contrary conventional wisdom just money but not exactly joy either it seem most u thrive by make constant progress feel sense purpose behavioral economist dan ariely present two experiment reveal our unexpected nuanced attitude toward mean our work
1476,health care should be team sport,when eric dishman be college doctor tell him have year live that be long time ago now dishman put experience expertise a medical tech specialist together suggest bold idea reinvent health care by put patient at center treatment team
1477,philosophical breakfast club,in four men at cambridge university meet breakfast what begin a an impassioned meal grow into new scientific revolution which these men who call themselves natural philosopher until they later coin scientist introduce four major principle into scientific inquiry historian philosopher laura snyder tell their intrigue story
1478,let crap seriously,it yet billion people world have no access basic sanitary toilet and when there no loo where do poo in street probably near your water food source cause untold death disease contamination get ready blunt funny powerful journalist rise george problem
1479,toward new understand mental illness,today thank better early detection there be fewer death heart disease than there be just few decade ago thomas insel director national institute mental health wonder could do same depression schizophrenia first step new avenue research say crucial reframing u stop think mental disorder start understand them a brain disorder
1480,in search man who break my neck,when joshua prager be devastate bus accident leave him hemiplegic he return israel twenty year later find driver who turn world upside down in mesmerize tale their meet prager probe deep question nature nurture identity
1481,parkinson depression switch might turn them off,deep brain stimulation become very precise this technique allow surgeon place electrode almost any area brain turn them up or down like radio dial or thermostat correct dysfunction andres lozano offer dramatic look at emerge technique which woman parkinson instantly stop shake brain area erode by alzheimer be bring back life
1482,my journey mastery,remember day struggle just make spin if be really fancy walk dog you ain t see nothin yet japanese world champion black tell inspire story find life passion give an awesome performance will make want pull your back out closet
1483,txtng kill language jk,do texting mean death good write skill john mcwhorter posit there s much more texting linguistically culturally than seem s all good news
1484,death innovation end growth,u economy have be expand wildly two century be witness end growth economist robert gordon lay out reason u growth may be slow detail factor like epidemic debt grow inequality which could move u into period stasis ca innovate our way out be sure watch oppose viewpoint erik brynjolfsson
1485,key growth race machine,a machine take more job many find themselves out work or raise indefinitely postpone be end growth no say erik brynjolfsson s simply grow pain radically reorganize economy a rivet case why big innovation be ahead u if think computer a our teammate be sure watch oppose viewpoint robert gordon
1486,how much do video weigh,what color mirror how much do video weigh michael stevens creator popular educational youtube channel vsauce spend day ask quirky question like these in show ask right seemingly silly question can make incredibly effective lesson
1487,if car could accident might be avoidable,when drive get into glass bubble lock door press accelerator rely our eye guide u even though can only see few car ahead behind u but what if car could share data each other their position velocity use predictive model calculate safest rout everyone road jennifer healey imagine world without car accident
1488,top tech tip,tech columnist david pogue share simple clever tip computer web smartphone camera user and yes may know few these already but there probably at least one do
1489,get meet take walk,nilofer merchant suggest small idea just might have big impact your life health next time have meet make into walk meet let idea flow while walk
1490,my radical plan small nuclear fission reactor,taylor wilson be when build nuclear fusion reactor parent garage now return ted stage present new take an old topic fission wilson who have win back create company realize vision explain why so excite innovative design small modular fission reactor why could be next big step solve global energy crisis
1491,silent drama photography,economics phd sebastião salgado only take up photography but discipline become an obsession his project beautifully capture human side global story all too often involve death destruction or decay here tell deeply personal story craft nearly kill him show breathtaking image latest work genesis which document world forget people place
1492,your online life permanent a tattoo,what if andy warhol have wrong instead be famous minute re only anonymous long in short juan enriquez look at surprisingly permanent effect digital share our personal privacy he share insight ancient greek help u deal our new digital tattoo
1493,every kid need champion,rita pierson teacher year once hear colleague say they do pay me like kid her response kid do learn people they do like a rouse call educator believe their student actually connect them real human personal level
1494,economic case preschool,in timothy bartik make case preschool education explain why should be happy invest even if do have kid age or kid at all economic benefit kid turn out go well beyond altruistic
1495,learn read chinese ease,for foreigner learn speak chinese hard task but learn read beautiful often complex character chinese write language may be le difficult shaolan walk through simple lesson recognize idea behind character their mean build few simple form more complex concept call chineasy
1496,teacher need real feedback,until recently many teacher only get one word feedback year satisfactory and no feedback no coach there just no way improve bill gate suggest even great teacher can get better smart feedback lay out program foundation bring every classroom
1497,rule spark learn,it take condition jolt chemistry teacher ramsey musallam out ten year understand true role educator cultivate curiosity in fun personal musallam give rule spark imagination learn get student excite world work
1498,my story gangland daughter star teacher,pearl arredondo grow up east los angeles daughter gang member who be out jail many teacher write her off a have problem authority now teacher herself she create different kind school tell student her story so they know okay if sometimes homework first thing their mind
1499,high school train grind,young poet educator activist malcolm london perform stir poem life front line high school he tell ocean adolescence who come school but never learn swim masculinity mimic by men who grow up no father beautiful lyrical chill
1500,our fail school enough enough,why why why do our education system look so similar way do year ago million student be fail then a they be now s because re cling business model clearly doesn t work education advocate geoffrey canada dare system look at data think customer make systematic shift order help greater number kid excel
1501,grit power passion perseverance,leave job consult angela lee duckworth take job teach math seventh grader new york public school she quickly realize iq be only thing separate successful student those who struggle here she explain her theory grit a predictor success
1502,how escape education death valley,sir ken robinson outline principle crucial human mind flourish current education culture work against them in funny stir tell u get out educational death valley now face nurture our youngest generation climate possibility
1503,why not new,clinical psychologist meg jay have bold message twentysomethings contrary popular belief your be not throwaway decade in provocative jay say just because marriage work kid be happen later life doesn t mean can t start plan now she give piece advice twentysomethings can adulthood define decade their live
1504,why need strangeness,in our digital world social relation have become mediate by data without even realize barricade ourselves against strangeness people idea do fit pattern who already know what already like where already be maria bezaitis make bold call technology deliver u what who need even if unfamiliar strange
1505,invisible man,can person disappear plain sight that question liu bolin remarkable work seem ask artist sometimes call invisible man because nearly all art bolin front center completely unseen he aim draw attention social political issue by dissolve into background
1506,hack banana make keyboard,why ca two slice pizza be use a slide clicker why should make music ketchup in charm inventor jay silver talk urge play world around he share some messiest invention demo makey makey kit hack everyday object
1507,why google glass,it not demo more philosophical argument why do sergey brin team at google want build an codenamed glass onstage at brin call new way see our relationship our mobile computer not hunch over screen but meet world
1508,why effective altruism,if lucky enough live without want natural impulse be altruistic others but ask philosopher peter singer what most effective way give he talk through some surprise think experiment help balance emotion practicality make biggest impact whatever can share note start at contain second graphic footage
1509,embrace shake,in art school phil hansen develop an unruly tremor hand keep him create pointillist draw love hansen be devastate float without sense purpose until neurologist make simple suggestion embrace limitation transcend
1510,prepare good end life,think death frighten but plan ahead practical leave more room peace mind our final day in solemn thoughtful judy macdonald johnston share practice plan good end life
1511,architecture people by people,designer alastair parvin present simple but provocative idea what if instead architect create build those who can afford commission them regular citizen could design build their own house concept at heart wikihouse an open source construction kit mean just anyone can build house anywhere
1512,violin my dark night soul,in her quest become violinist park fell into severe depression only music be able lift her out again show her her goal needn t be play lofty concert hall but instead bring wonder instrument a many people a possible
1513,why i bring moma,when museum modern art senior curator architecture design announce acquisition video game all hell break loose in entertain deeply insightful paola antonelli explain why she delight challenge preconceive idea art gallery describe her burn wish help establish broader understand design
1514,violence against woman men issue,domestic violence sexual abuse be often call woman issue but bold blunt jackson katz point out these be intrinsically men issue show these violent behavior be tie definition manhood a clarion call u all woman men call out unacceptable behavior be leader change
1515,bring back woolly mammoth,it s dream kid all around world see giant beast walk earth again could should dream be realize hendrik poinar talk next big thing quest engineer creature look very much like our furry friend woolly mammoth first step sequence woolly genome nearly complete and s huge
1516,how book can open your mind,what happen when dream hold since childhood do come true a lisa bu adjust new life unite state she turn book expand her mind create new path herself she share her unique approach read lovely personal magic book
1517,love no matter what,what like raise child who different some fundamental way like prodigy or differently abled kid or criminal in quietly move writer andrew solomon share what learn talk dozen parent ask them what line between unconditional love unconditional acceptance
1518,how behavioral science can lower your energy bill,what prove way lower your energy cost would believe learn what your neighbor pay alex laskey show quirk human behavior can make u all better wiser energy user lower bill prove
1519,how i name sham jail,journalist ana aremeyaw ana have break dozen story corruption organize crime all over ghana without ever reveal identity in which face remain hide ana show grisly footage some investigation demonstrate importance face injustice
1520,could speak language dolphin,for year denise herzing have spend five month each summer live pod atlantic spot dolphin follow three generation family relationship behavior it clear they be communicate one another but language could human use too she share fascinate new experiment test idea
1521,how i make an impossible film,canadian filmmaker martin villeneuve talk mar et avril spectacular make virtually no money over stretch in charm explain various way overcome financial logistical constraint produce unique inventive vision future
1522,what will future job look like,economist andrew mcafee suggest yes probably droids will take our job or at least kind job know now in think through what future job might look like educate come generation hold them
