,title,description
454,supercharge motorcycle design,yves behar forrest north unveil mission one sleek powerful electric motorcycle share slide distant yet similar childhood show collaboration friendship share dream
455,eat marshmallow,short talk ted u joachim de posada share landmark experiment delay gratification predict future success priceless video kid try hardest eat marshmallow
456,world english mania,jay walker explain two billion people around world try learn english share photo audio chinese student rehearse english world second language thousand
457,passionate personal case education,speak audience student u first lady michelle obama remind one take education seriously never take grant new brilliant generation tell u one could close gap world world
458,store billion seed,brief talk ted u jonathan drori encourage u save biodiversity one seed time remind u plant support human life share vision millennium seed bank store billion seed date dwindle yet essential plant specie
459,play pink noise guitar,kaki king first female roll stone guitar god list rock full live set include breakout single play pink noise virtuosity meet guitar technique truly stand
460,call reinvent liberal art education,bennington president liz coleman deliver radical reform higher education buck trend push student toward increasingly narrow area study propose truly education one dynamically combine area study address great problem day
461,university come singularity,ray kurzweil latest graph show technology breakneck advance accelerate recession unveil new project singularity university study oncoming tech guide benefit humanity
462,view fragile earth,talk yann display three recent project humanity habitat stun aerial photograph series earth personal interview around globe feature web project billion others movie home document human impact environment breathtaking video
463,ode vice consequence,medium big shoot felix dennis roar fiery funny sometimes racy original poetry revisit haunt memory battle scar madcap yet repentant life best enjoy glass wine
464,world,short optimistic talk pete alcorn share vision world two century decline population grow opportunity prove malthus wrong
465,plug smart power outlet,john la grou unveil ingenious new technology smarten electrical outlet home use microprocessor rfid tag invention safeplug promise prevent deadly accident like house fire conserve energy
466,drywall,kevin surace suggest rethink basic construction material familiar wallboard reduce huge carbon footprint generate manufacture construction build introduce ecorock clean recyclable drywall create team serious material
467,happiness surprise,cognitive researcher nancy etcoff look happiness way try achieve increase way untethered real circumstance surprise effect body
468,learn gecko tail,biologist robert full study amaze gecko supersticky foot tenacious climb skill footage reveal gecko tail harbor perhaps surprise talent
469,success continuous journey,typically candid style richard john remind u success street constant journey use story business rise fall illustrate valuable lesson stop try fail
470,life biosphere,jane poynter tell story live two year minute biosphere experience provoke explore might sustain life harshest environment
471,social medium make history,news iran stream world clay shirky show facebook twitter txts help citizen repressive regime report real news bypass censor however briefly end control news change nature politics
472,cult rewire brain,diane benscoter spend five year moonie share insider perspective mind cult member propose new way think today trouble conflict extremist movement
473,surgery past present robotic future,surgeon inventor catherine mohr tour history surgery past demo newest tool surgery tiny incision perform use nimble robot hand fascinate squeamish
474,electrify organ performance,organ virtuoso qi zhang play electric render ridiculous fellow prokofiev love three orange orchestral suite exhilarate performance feature yamaha electone stagea rare instrument specially program qi
475,psychology time,psychologist philip zimbardo say happiness success root trait u disregard way orient toward past present future suggest calibrate outlook time first step improve live
476,new rule rebuild break nation,long conflict wreck country leave behind poverty chaos right way help country rebuild ted state paul collier explain problem current aid plan suggest idea better approach
477,future philanthropy,uplift talk katherine fulton sketch new future philanthropy one collaboration innovation allow regular people big thing even money scarce give five practical example philanthropy call new generation citizen leader
478,trek south pole,extreme runner ray zahab share enthusiastic account trek foot south pole sprint snow
479,teach statistic calculus,someone always ask math teacher go use calculus real life u say arthur benjamin answer offer bold proposal make math education relevant digital age
480,life lesson tinker,gever tulley use engage photo footage demonstrate valuable lesson kid learn tinker school give tool material guidance young imagination run wild creative take build unique boat bridge even roller coaster
481,word architectural inspiration,daniel libeskind build big idea share word underlie vision architecture raw risky emotional radical offer inspiration bold creative pursuit
482,design genius charles ray eames,legendary design team charles ray eames make film house classic midcentury modern furniture eames demetrios grandson show rarely see film archival footage lively love tribute creative process
483,way brain create mean,information designer tom wujec talk three area brain help u understand word image feel connection short talk tedu ask best engage brain help u better understand big idea
484,escape khmer rouge,ted fellow sophal ear share compel story family escape cambodia rule khmer rouge recount mother cunning determination save child
485,cure killer infection,bacteria kill even top hospital tough infection like staph anthrax may surprise chemist kary mullis watch friend die powerful antibiotic fail unveil radical new cure show extraordinary promise note talk give field science develop quickly since read criticism update detail
486,environmental,man help usher environmental movement rethink position city nuclear power genetic modification talk u state department foretaste major new book sure provoke widespread debate
487,play space light,spectacular project famous waterfall new york harbor olafur eliasson create art palette space distance color light talk begin experiment nature perception
488,better way harvest bone marrow,daniel kraft demo marrow miner new device quickly harvest bone marrow minimal pain donor emphasize adult stem cell find bone marrow use treat many terminal condition parkinson heart disease
489,explore mind killer,psychopathic killer basis tv really make tick neuroscientist jim fallon talk brain scan genetic analysis may uncover rotten wire nature nurture murderer twist share fascinate family history make work chillingly personal
490,skin color illusion,nina jablonski say differ skin color simply body adaptation vary climate level uv exposure charles darwin disagree theory explain access nasa
491,wire web global good,unique moment history say uk prime minister gordon brown use today interconnectedness develop share global ethic work together confront challenge poverty security climate change economy
492,kinder gentler philosophy success,alain de botton examine idea success failure question assumption underlie two judgment success always earn failure make eloquent witty case move beyond snobbery find true pleasure work
493,art look back,golan levin artist engineer use modern tool robotics new software cognitive research make artwork surprise delight watch sound become shape body create paint curious eye look back curious viewer
494,believe evolve aquatic ape,elaine morgan tenacious proponent theory widely accept aquatic ape hypothesis lay idea human evolve primate ancestor dwell watery habitat hear spirit defense idea theory science take seriously note statement talk challenge scientist work field read criticism update detail
495,hold breath,willard wigan tell story difficult lonely childhood drive discover unique ability create art tiny ca see naked eye slideshow figure see microscope describe
496,make filthy water drinkable,much world lack access clean drink water engineer michael pritchard something invent portable lifesaver filter make revolt water drinkable second amaze demo tedglobal
497,world need charter city,struggle country break poverty trap system bad rule economist paul romer unveil bold idea charter city administrative zone govern coalition nation could guantánamo bay become next hong kong
498,biomimicry action,janine benyus message inventor solve design problem look nature first find inspire design make thing waterproof aerodynamic reveal dozen new product take cue nature spectacular result
499,music war child,five year young emmanuel jal fight child soldier sudan rescue aid worker become international star activist kid war zone word lyric tell story amaze life
500,puzzle motivation,career analyst dan pink examine puzzle motivation start fact social scientist know manager traditional reward always effective think listen illuminate story maybe way forward
501,demo wireless electricity,eric giler want untangle wire live electric power cover tech offer demo mit breakthrough version witricity invention may soon recharge cell phone car pacemaker
502,let dataset change mindset,talk u state department summer han rosling use fascinate software burst myth develop world look new analysis china world mix classic data show
503,multimedia theatrical adventure,natasha tsakos present part multimedia show upwake character zero blend dream reality inventive virtual world project around animation electric sound
504,one seed time protect future food,wheat corn rice grow today may thrive future threaten climate change cary fowler take u inside svalbard global seed vault vast treasury bury within freeze mountain norway store diverse group seed whatever tomorrow may bring
505,adjustable eyeglass,josh silver deliver brilliantly simple solution correct vision lowest cost possible adjustable lens tedglobal demo affordable eyeglass reveal global plan distribute billion people need
506,invest better world,reboot world economy geoff mulgan pose question instead send bailout money doom old industry use stimulus fund bootstrap new socially responsible company make world little bite better
507,make sound visible cymatics,evan grant demonstrate science art cymatics process make soundwaves visible useful analyze complex sound like dolphin call also make complex beautiful design
508,leap edge space,day job steve truglia flip car walk fire fall build push technology make stunt bigger safer awesome talk u next stunt highest jump ever attempt edge space
509,proof extreme ice loss,photographer jam balog share new image sequence extreme ice survey network camera record glacier recede alarm rate vivid evidence yet climate change
510,swim north pole,lewis pugh talk swim across north pole brave icy water speedo highlight melt icecap watch astonish footage blunt commentary reality swim
511,read mind,sense motif feel others natural talent human rebecca saxe share fascinate lab work uncover brain think people thought judge action
512,hypnotic south asian improv music,vishal vaid band explore traditional south asian musical form mesmerize improv performance sit back let music transport
513,global crime network work,journalist misha glenny spend several year courageous investigation organize crime network worldwide grow estimate global economy russian mafia giant drug cartel source include intelligence law enforcement official criminal insider
514,architecture tale,danish architect bjarke ingels rocket story design build look like nature act like nature block wind collect solar energy create stun view
515,inventory invisible,nature mystery meet wit hilarious mix quip fun lesson comedian writer tv man john lloyd pluck substance several thing see
516,hallucination reveal mind,neurologist author oliver sack bring attention charles bonnet syndrome visually impair people experience lucid hallucination describe experience patient heartwarming detail walk u biology phenomenon
517,wait,imogen heap play powerful version wait new record ellipse
518,web random act kindness,feel like world become le friendly social theorist jonathan zittrain beg differ internet suggest make million disinterested act kindness curiosity trust
519,net aid dictatorship,ted fellow journalist evgeny morozov puncture call ipod liberalism assumption tech innovation always promote freedom democracy chill example way internet help oppressive regime stifle dissent
520,harness wind,age poverty famine malawian boy build windmill power family home william kamkwamba speak ted second time share word move tale invention change life
521,photograph secret sit,taryn simon exhibit startle take photography reveal world people would never see otherwise share two project one document otherworldly location typically keep secret public involve haunt portrait men convict crime commit
522,third way think aid,debate foreign aid often pit mistrust charity mistrust reliance market jacqueline novogratz propose middle way call patient capital promise example entrepreneurial innovation drive social change
523,map future country,many people think line map longer matter parag khanna say use map past present explain root cause border conflict worldwide propose simple yet cunning solution
524,designer think big,tim brown say design profession bigger role play create nifty fashionable little object call shift local collaborative participatory design think start example design thinker isambard kingdom brunel
525,let revive golden rule,week charter compassion launch karen armstrong look religion role century dogma divide u unite u common good review catalyst drive world faith rediscover golden rule
526,spectroscopy could reveal alien life,garik israelian spectroscopist study spectrum emit star figure make might behave rare accessible look discipline may come close find planet friendly life
527,power time,every seven year designer stefan sagmeister close new york studio yearlong sabbatical rejuvenate refresh creative outlook explain often overlook value time show innovative project inspire time bali
528,food shape city,every day city size london million meal serve food come architect carolyn steel discus daily miracle feed city show ancient food rout shape modern world
529,tribal leadership,david logan talk five kind tribe human naturally form school workplace even driver license bureau understand share tribal tendency help lead become better individual
530,danger single story,live culture compose many overlap story novelist chimamanda adichie tell story find authentic cultural voice warn hear single story another person country risk critical misunderstand
531,optical illusion show see,beau lotto color game puzzle vision also spotlight ca normally see brain work fun look versatile sense sight reveal evolution tint perception really
532,claim manspace,author sam martin share photo quirky world hobby trend xy set manspaces hangout man claim bite territory work relax grab cold one enjoy
533,new york city,year hudson find new york harbor eric sanderson share make map mannahatta fascinate ecology hill river wildlife accurate block time square wetland could get delivery
534,robot show emotion,david hanson robot face look act like recognize respond emotion make expression emotional live demo einstein robot offer peek future robot truly mimic human
535,life lesson ad man,advertise add value product change perception rather product rory sutherland make dare assertion change perceive value satisfy consider real value conclusion interest consequence look life
536,brain supercomputer,henry markram say mystery mind solve soon mental illness memory perception make neuron electric signal plan find supercomputer model brain synapsis
537,way sound affect u,play sound effect pleasant awful julian treasure show sound affect u four significant way listen carefully shock fact noisy office
538,consumer,john gerzema say upside recent financial crisis opportunity positive change talk identify four major cultural shift drive new consumer behavior show business evolve connect thoughtful spend
539,animate digital face,computer graphic trailblazer paul debevec explain technology behind digital emily digitally construct human face realistic stand multiple take
540,lead like great conductor,orchestra conductor face ultimate leadership challenge create perfect harmony without say word charm talk itay talgam demonstrate unique style six great conductor illustrate crucial lesson leader
541,reason syringe,reuse syringe common clinic kill million year marc koska clue u devastate global problem fact photo footage share solution syringe ca use twice
542,navigate global future,globalization technological advance bring u hurtle towards new integrate future ian goldin warn people may benefit equally say recognize danger might yet realize possibility improve life everyone
543,new way explain explanation,ten thousand year ancestor understand world myth pace change glacial rise scientific understand transform world within century physicist david deutsch propose subtle answer
544,architecture repair,venice sink save rachel armstrong say need outgrow architecture make inert material well make architecture grow propose material repair sequester carbon
545,year homeless,becky blanton plan live van year see country depression set freelance job end camp trip turn homelessness intimate talk describe experience become one america work homeless
546,symmetry reality riddle,world turn symmetry spin subatomic particle dizzy beauty arabesque meet eye oxford mathematician marcus du sautoy offer glimpse invisible number marry symmetrical object
547,modern euphonium,euphonium sweet brass sound rarely hear outside traditional brass band cut loose euph prodigy matthew white perform nat mcintosh warrior come play
548,internet enable intimacy,worry im texting facebook spoil human intimacy stefana broadbent research show communication tech capable cultivate deeper relationship bring love across barrier like distance workplace rule
549,refugee,tedglobal u cameron sinclair show unreported cost real estate megaprojects go bust thousand migrant construction laborer leave strand penniless fellow architect say one ethical response
550,science behind climate headline,minute atmospheric chemist rachel pike provide glimpse massive scientific effort behind bold headline climate change team one thousand contribute take risky flight rainforest pursuit data key molecule
551,photograph landscape oil,stun photograph edward burtynsky follow path oil modern society wellhead pipeline car engine beyond project endgame
552,surprise spread idol tv,cynthia schneider look two international american idol show one afghanistan one unite arab emirate show surprise effect competition create society
553,thrill potential sixthsense technology,tedindia pranav mistry demo several tool help physical world interact world data include deep look sixthsense device new paper laptop onstage q mistry say software behind sixthsense open possibility
554,design,name science chief inspiration mathieu lehanneur show selection ingenious design interactive ball antibiotic course one layer pill asthma treatment remind kid take live air filter fish farm
555,learn leadership miss manual,leadership user manual field say story remarkable local leader next best thing ted salon london share three
556,east west myth mystify,devdutt pattanaik take look myth india west show two fundamentally different set belief god death heaven help u consistently misunderstand one another
557,learn use astrolabe,rather demo another new technology tom wujec reach back one earliest ingenious device astrolabe thousand use tell time map night sky old tech remind u ancient brilliant
558,asia rise,han rosling young guest student india first realize asia capacity reclaim place world dominant economic force tedindia graph global economic growth since predict exact date india china outstrip u
559,transition world without oil,rob hopkins remind u oil world depend steadily run propose unique solution problem transition response prepare life without oil sacrifice luxury build system community completely independent fossil fuel
560,turn dun architecture,architecture student magnus larsson detail bold plan transform harsh sahara desert use bacteria surprise construction material sand
561,dance change world,tedindia mallika sarabhai tell transformative story dance argue art may powerful way effect change whether political social personal
562,nation pursue soft power,india fast become superpower say shashi tharoor trade politics soft power ability share culture world food music technology bollywood argue long run size army matter much country ability influence world heart mind
563,global ethic national interest,interest individual nation reconcile humanity greater good patriotic nationally elect politician really give people country equal consideration follow tedtalk call global ethic uk prime minister gordon brown field question ted curator chris anderson
564,hunt supermassive black hole,new data keck telescope andrea ghez show adaptive optic help astronomer understand universe mysterious object black hole share evidence supermassive black hole may lurk center milky way
565,ancient ingenuity water harvest,wisdom wit anupam mishra talk amaze feat engineer build century ago people india golden desert harvest water ancient aqueduct stepwells still use today often superior modern water megaprojects
566,art puzzle,eg conference famed puzzle designer scott kim take u inside frame mind sample career work introduce popular type share fascination inspire best
567,fight sex slavery,sunitha krishnan dedicate life rescue woman child sex slavery global market courageous talk tell three powerful story well call humane approach help young victim rebuild live
568,world summit,scottish funnyman rory bremner convene historic council tedglobal stage lampoon gordon brown barack obama george bush cast world leader hilarious impression bite commentary see catch sharp ted
569,art interview,marc pachter conduct live interview intrigue character recent american history part remarkable series create smithsonian national portrait gallery reveal secret great interview share extraordinary story talk steve martin clare booth luce
570,eye care,india revolutionary aravind eye care system give sight million thulasiraj ravilla look ingenious approach drive treatment cost quality method trigger human service
571,pop culture arab world,shereen el feki show arab culture borrow trademark western pop culture music video comic even barbie add culturally appropriate twist hybridize medium show two civilization rather divide dovetail
572,intricate economics terrorism,loretta napoleoni detail rare opportunity talk secretive italian red brigade experience spark lifelong interest terrorism give look complex economics reveal surprise connection money launder u patriot act
573,photograph hide story,ryan lobo travel world take photograph tell story unusual human live haunt talk reframes controversial subject empathy see pain liberian war criminal quiet strength un woman peacekeeper perseverance delhi underappreciated firefighter
574,make splash social medium,funny minute alexis ohanian reddit tell fable one humpback whale rise web stardom lesson mister splashy pant classic marketer facebook age
575,dragonfly fly across ocean,live work marine biologist maldives charles anderson notice sudden explosion dragonfly certain time year explain carefully track path plain little dragonfly call globe skimmer discover longest migratory journey insect world
576,metaphorically speak,aphorism enthusiast author jam geary wax fascinate fixture human language metaphor friend scribe aristotle elvis metaphor subtly influence decision make geary say
577,new way fight corruption,shaffi mather explain leave first career become social entrepreneur provide transportation company ambulance new idea plan begin company fight boom business corruption public service eliminate one bribe time
578,fusion energy future,physicist steven cowley certain nuclear fusion truly sustainable solution fuel crisis explain fusion work detail project many others devote live work clock create new source energy
579,message peace pakistan,one dozen pakistani come tedindia despite security hassle enter country ted fellow asher hasan show photo ordinary pakistani drive home profound message citizen nation look beyond dispute see humanity share
580,right thing,torture ever justify would steal drug child need survive sometimes wrong tell truth much one human life worth justice program bear name harvard professor michael sandel probe question ask think
581,engineer better life,bif innovation summit cat laine draw greek myth tantalus explain frustration develop country face show might help community rich human capital poor resource infrastructure cleverly engineer solution
582,adventure,dawn new decade adventurer bertrand piccard offer u challenge find motivation seem impossible share plan many say ca do fly around world day night aircraft
583,neuron shape civilization,neuroscientist vilayanur ramachandran outline fascinate function mirror neuron recently discover neuron allow u learn complex social behavior form foundation human civilization know
584,expose invisible,nick veasey show outsized image reveal otherworldly inner work familiar object geometry wildflower anatomy boeing produce photo dangerous painstaking reward superpower look human eye ca see
585,live,find path long life health dan buettner team study world blue zone community whose elder live vim vigor age talk share common diet lifestyle habit keep spry past age
586,real danger lurk water,gharial king cobra two india iconic reptile endanger pollute waterway conservationist romulus whitaker show rare footage magnificent animal urge u save river sustain live
587,set,legendary jazz musician herbie hancock deliver stun performance alongside two old friend past drummer headhunter harvey mason bassist marcus miller listen end hear sweeten classic watermelon man
588,really achieve childhood dream,carnegie mellon professor randy pausch die pancreatic cancer deliver last lecture make world stop pay attention move talk teach really achieve childhood dream unmissable
589,uniqueness human,stanford university primatologist robert sapolsky offer fascinate funny look human behavior rest animal kingdom would consider bizarre
590,bernie madoff could steal,matt weinstein lose life save bernie madoff notorious scam response disaster unexpectedly hopeful
591,rescue dance bear,traditionally kalandar community india survive capture sloth bear cub train dance extreme cruelty kartick satyanarayan able put end practice discover lesson wider significance make practitioner part solution
592,kid take charge,kiran bir sethi show groundbreaking riverside school india teach kid life valuable lesson watch student take local issue hand lead young people even educate parent
593,make map fight disaster build economy,percent world map slow delivery aid disaster hide economic potential unused land unknown road short talk google lalitesh katragadda demo map maker group tool people around globe use map world
594,story haiti,midst earlier crisis haitian author edwidge danticat remind u contribution haiti vibrant culture people read offer timely message today nation struggle aftermath devastate earthquake
595,thing moleeds,presentation describe epic comedian charles fleischer deliver hysterical ted theme map geometry number chart stamp art also factor somehow weave together unique theory everything call moleeds
596,hold breath minute,highly personal talk tedmed magician stuntman david blaine describe take hold breath underwater minute world record two minute shorter entire talk often work mean warn try home
597,young indian artist watch,collector ravin agrawal deliver glow introduction india excite young contemporary artist work variety medium draw local culture inspiration
598,grow new organ,anthony atala lab grow human organ muscle blood vessel bladder tedmed show footage work gizmo include bioreactor preheat f machine print human tissue
599,rhythm everything everywhere,percussionist sivamani deliver one ted liveliest inventive performance yet use traditional western eastern instrument create rhythmic tour de force along tub water corrugate metal spoon luggage stage prop even little audience participation
600,grow universe,royal institution richard dawkins ask u look universe new eye pack big question illuminate visuals memorable journey history life magnify splendor evolution place
601,teacher make,ever hear phrase ca teach bowery poetry club slam poet taylor mali beg differ deliver powerful response behalf educator everywhere
602,health depend live,live impact health much diet gene part medical record tedmed bill davenhall show overlook government local rat toxic dumpsite info mesh mobile gps apps keep doctor loop call
603,build theater remake,architect design process joshua show result spectacular walk u fantastic wyly theater giant theatrical machine reconfigures touch button
604,embrace inner girl,passionate talk eve ensler declare girl cell u cell teach suppress tell heartfelt story girl around world overcome shock adversity violence reveal astonish strength girl
605,warm embrace save live,develop world access incubator limit cost distance million premature baby die year ted fellow jane chen show invention could keep million infant warm design safe portable
606,weird different,flip side everything say go minute derek sivers show true way might expect
607,fringe benefit failure,harvard commencement speech harry potter author jk rowling offer powerful hearten advice dreamer overachiever include one lesson deem worth qualification ever earn
608,solve social problem nudge,macarthur winner sendhil mullainathan use lens behavioral economics study tricky set social problem know solve know reduce child death due diarrhea prevent blindness implement technology yet somehow ca
609,big idea brother inspire,jamie heywood brother diagnose al devote life fight disease well heywood brother build ingenious website people share track data illness discover collective data enormous power comfort explain predict
610,lab size postage stamp,traditional lab test disease diagnosis expensive cumbersome region need george whitesides ingenious answer foolproof tool manufacture virtually zero cost
611,new strategy war cancer,often say david agus cancer treatment focus individual cell suggest new approach use atypical drug computer model protein analysis diagnose treat whole body
612,painter pendulum,ted visit tom shannon manhattan studio intimate look art personal conversation john hockenberry reveal nature force onset parkinson tremor interact life craft
613,expose corrupt,world baffle social problem say peter eigen trace systematic pervasive government corruption global company talk eigen describe thrill lead organization transparency international
614,teach every child food,share powerful story project huntington west virginia shock image sugar eat ted prize winner jamie oliver make case assault ignorance food
615,map,demo draw gasp blaise aguera arca demo new map technology microsoft
616,next age government,leader britain conservative party say enter new era government le power le money people empower technology tap new idea behavioral economics explore trend could turn smarter policy
617,opportunity adversity,thesaurus might equate disable synonym like useless mutilate runner aimee mullins redefine word defy association show adversity case bear without shinbone actually open door human potential
618,innovate zero,bill gate unveil vision world energy future describe need miracle avoid planetary catastrophe explain back dramatically different type nuclear reactor necessary goal zero carbon emission globally
619,technology epic story,talk kevin kelly muse technology mean live impact personal level place cosmos
620,four way fix break legal system,land free become legal minefield say philip howard especially teacher doctor whose work paralyze fear suit answer lawyer howard four proposition simplify u law
621,wireless future medicine,eric topol say soon use smartphones monitor vital sign chronic condition tedmed highlight several important wireless device medicine future help keep u hospital bed
622,world need kind mind,temple grandin diagnose autism child talk mind work share ability think picture help solve problem neurotypical brain might miss make case world need people autism spectrum visual thinker pattern thinker verbal thinker kind smart geeky kid
623,brain learn see,pawan sinha detail groundbreaking research brain visual system develop sinha team provide free treatment child bear blind study brain learn interpret visual data work offer insight neuroscience engineer even autism
624,live artist,endear honesty vulnerability raghava kk tell colorful tale art take life new place life experience turn drive multiple reincarnation artist cartoonist painter medium darling social outcast son father
625,watch play audience,fun performance world science festival musician bobby mcferrin use pentatonic scale reveal one surprise result way brain wire
626,riddle experience memory,use example vacation colonoscopy nobel laureate founder behavioral economics daniel kahneman reveal experience self remember self perceive happiness differently new insight profound implication economics public policy
627,rise cricket rise india,tale major global cultural phenomenon cricket commentator harsha bhogle describe spectacular arrival cricket parallel rise modern india trace game sleepy english root current world celebrity owner player contract
628,pivot turn point web exploration,gary flake demo pivot new way browse arrange massive amount image data online build breakthrough seadragon technology enable spectacular zoom web database discovery pattern link invisible standard web browse
629,physic fun imagine,archival footage bbc tv celebrate physicist richard feynman explain fire magnet rubber band like scale jiggle atom make accessible enchant conversation physic reveal teem plain fun imagine
630,avatar curious boy,jam cameron even film create unreal world personal talk reveal childhood fascination fantastic read science fiction dive ultimately drive success blockbuster hit alien terminator titanic avatar
631,internet age dance evolve,lxd legion extraordinary dancer electrify stage emerge global culture rev internet preview jon chu upcoming web series astonish troupe show superpower
632,plug happiness,strive happiness spend live learn unhappy say srikumar rao practical talk teach break free happy mental model embrace happiness
633,year open data go worldwide,tim call raw data government scientist institution make data openly available web ted university show interest result data get link
634,take turn,fifty percent traffic accident happen intersection gary lauder share brilliant cheap idea help driver move along smoothly new traffic sign combine property stop yield
635,fell love fish,chef dan barber square dilemma face many chef today keep fish menu impeccable research deadpan humor chronicle pursuit sustainable fish could love foodie honeymoon enjoy since discover outrageously delicious fish raise use revolutionary farm method spain
636,magic placebo,sugar pill injection nothing study show often expect placebo really work tedmed magician eric mead trick prove even know something real still react powerfully warn talk suitable viewer disturb needle blood
637,love excuse,web expo entrepreneur gary vaynerchuk give shoot arm dreamer face internet make formula success simpler ever argue excuse make happy
638,suspend animation within grasp,mark roth study suspend animation art shut life process start wild stuff science fiction induce careful use otherwise toxic gas suspend animation potentially help trauma heart attack victim survive long enough treat
639,take health care mainframe,tedmed eric dishman make bold argument u health care system like compute circa tether big unwieldy central system hospital doctor nurse home age population boom imperative say create personal network health care
640,parrot universe everything,blind river dolphin reclusive lemur parrot fearless lovelorn douglas adam close encounter rare unusual animal reveal evolution ever ingenious fickle university california talk sparkle trademark satiric wit
641,game make better world,game like world warcraft give player mean save world incentive learn habit hero could harness gamer power solve problem jane mcgonigal say explain
642,medical miracle everest,second deadliest day history mount everest climb happen ken kamler doctor mountain day share incredible story climber battle save live extreme condition use brain image technology map medical miracle one man survive roughly hour bury snow
643,story tell,creative inspiration spring tedindia director shekhar kapur elizabeth india pinpoint source creativity sheer utter panic share powerful way unleash inner storyteller
644,science answer moral question,question good evil right wrong commonly think unanswerable science sam harris argue science authority moral issue shape human value set constitute good life
645,fight end traffic brazil,biologist juliana machado ferreira ted senior fellow talk work help save bird animal steal wild brazil animal seize smuggler ask
646,let simplify legal jargon,tax form credit agreement healthcare legislation cram gobbledygook say alan siegel incomprehensibly long call simple sensible redesign plain english make legal paperwork intelligible rest u
647,need go back mar,planetary scientist joel levine show intrigue puzzle new discovery mar crater full ice trace ancient ocean compel hint presence sometime past life make case go back mar find
648,music medicine music sanity,robert gupta violinist la philharmonic talk violin lesson give brilliant schizophrenic musician learn call back onstage later gupta play transcription prelude bach cello suite
649,theater,patsy rodenburg say world need actor ever talk michael howard studio tell story profound encounter reveal deeper role theater play people live
650,combat modern slavery,move yet pragmatic talk kevin bale explain business modern slavery economy underpin worst industry earth share stats personal story research name price free every slave earth right
651,teach one child time,educate poor number game say shukla bose tell story groundbreaking parikrma humanity foundation bring hope india slum look past daunt statistic focus treat child individual
652,real news,many today headline matter year kirk citron long news project collect story matter today resonate decade even century come highlight recent headline potential shape future
653,start movement,help surprise footage derek sivers explain movement really get start hint take two
654,adult learn kid,child prodigy adora svitak say world need childish think bold idea wild creativity especially optimism kid big dream deserve high expectation say start grownup willingness learn child much teach
655,game invade real life,game invade real world runaway popularity farmville guitar hero begin say jesse schell dice summit make startle prediction future experience point break box every part daily live
656,sex drug hiv let get rational,arm brace logic wit nerd glass elizabeth pisani reveal myriad inconsistency today political system prevent dollar effectively fight spread hiv research population junky prison sex worker street cambodia demonstrate sometimes measure could stall spread devastate disease
657,emotion behind invention,soldier lose limb service face daily struggle unimaginable u tedmed dean kamen talk profound people story motivate work give part live back design remarkable prosthetic arm
658,seven specie robot create,meet seven robot like humanoid darwin climber build dennis hong robotics team romela base virginia tech watch end five creative secret lab success
659,every pollen grain story,pollen go unnoticed u except hay fever strike microscope reveal come stun color shape travel remarkably well jonathan drori give glimpse fascinate fleck plant courtship
660,sing old poem life,natalie merchant sing new album leave sleep lyric poetry pair unmistakable voice performance bring ted audience foot
661,danger science denial,claim frankenfood ban herbal cure craze point public grow fear often outright denial science reason say michael specter warn trend spell disaster human progress
662,photo change world,photograph document history make ted university jonathan klein getty image show iconic talk happen generation see image powerful ca look away back
663,tradeoff build green,short funny talk ted u catherine mohr walk geeky decision make build green new house look real energy number hype choice matter one think
664,art give shape cultural change,thelma golden curator studio museum harlem talk three recent show explore art examine redefine culture artist work use art provoke new dialogue race culture mean art
665,choir big internet,voice country join choir span globe lux aurumque compose conduct eric whitacre merge hundred track individually record post youtube astonish illustration technology connect u
666,glow life underwater world,percent undersea creature make light know little bioluminescence expert edith widder explore glow sparkle luminous world share glorious image insight unseen depth brights ocean
667,homeopathy quackery fraud,legendary skeptic jam randi take fatal dose homeopathic sleep pill onstage kick sear indictment irrational belief throw challenge world psychic prove real give million dollar taker yet
668,microchip,drug alone ca stop disease africa need diagnostic tool match ted senior fellow frederick balagadde show multiply power availability unwieldy expensive diagnostic lab miniaturize size chip
669,build tower build team,tom wujec present surprisingly deep research marshmallow problem simple exercise involve dry spaghetti one yard tape marshmallow build tallest tower ingredient surprise group always beat average
670,political change pen paper,want local politician pay attention issue care send monthly handwritten letter say former mayor omar ahmad effective email phone even write check share four step write letter work
671,radical woman embrace tradition,invest woman unlock infinite potential around globe woman walk line empowerment traditional culture kavita ramdas global fund woman talk three encounter powerful woman fight make world better preserve tradition sustain
672,compute theory knowledge,stephen wolfram creator mathematica talk quest make knowledge computational able search process manipulate new search engine wolfram alpha lesser goal model explain physic underlie universe
673,row across pacific,five year ago roz savage quit london job become ocean rower cross atlantic solo start third leg pacific solo row first woman hear reason deeply personal urgently activist
674,toward science simplicity,simplicity know see exactly funny philosophical talk george whitesides chisel answer
675,lie damn lie statistic tedtalks,brilliantly analysis sebastian wernicke turn tool statistical analysis tedtalks come metric create optimum tedtalk base user rat rate unconvincing plain funny
676,social experiment fight poverty,alleviate poverty guesswork science lack data aid impact raise question provide clark esther duflo say possible know development effort help hurt test solution randomize trial
677,great leader inspire action,simon sinek simple powerful model inspirational leadership start golden circle question example include apple martin luther king wright brother
678,wreck ocean,brace talk coral reef ecologist jeremy jackson lay shock state ocean today overfished overheat pollute indicator thing get much worse astonish photo stats make case
